449.304291 186.558182 6
99.062469 165.410065 493

99.062469 165.410065 493
231.487305 307.718475 282

231.487305 307.718475 282
172.726929 188.587494 81

172.726929 188.587494 81
447.742065 8.750856 365

319.182220 360.406769 9
344.500244 232.780930 163

344.500244 232.780930 163
20.355106 290.681641 113

20.355106 290.681641 113
76.063126 201.316620 222

76.063126 201.316620 222
233.656647 410.607788 134

233.656647 410.607788 134
470.542786 359.353302 88

128.104507 135.247314 14
328.636780 51.817299 202

328.636780 51.817299 202
333.475677 385.690430 418

333.475677 385.690430 418
128.557922 496.099182 83

128.557922 496.099182 83
415.317657 56.046875 396

415.317657 56.046875 396
37.537605 491.542877 114

37.537605 491.542877 114
408.942322 110.590576 266

312.782532 226.426178 21
413.476471 457.645721 38

413.476471 457.645721 38
366.691986 388.451385 416

366.691986 388.451385 416
287.620667 134.857895 303

287.620667 134.857895 303
189.765518 365.996277 34

189.765518 365.996277 34
470.903442 112.800064 22

470.903442 112.800064 22
88.558434 61.466484 358

88.558434 61.466484 358
113.686592 292.582214 205

113.686592 292.582214 205
261.728119 115.938873 3

261.728119 115.938873 3
60.359360 19.979298 231

124.731567 123.682259 36
459.257538 328.989166 335

459.257538 328.989166 335
26.303827 358.901886 228

26.303827 358.901886 228
165.761566 401.680359 395

165.761566 401.680359 395
343.042328 194.005280 381

343.042328 194.005280 381
88.074089 291.946136 79

88.074089 291.946136 79
480.859497 317.612762 111

87.078842 6.753683 37
355.645264 307.883728 183

355.645264 307.883728 183
310.109161 109.253883 439

310.109161 109.253883 439
330.795898 385.650604 149

330.795898 385.650604 149
418.665771 72.134018 433

418.665771 72.134018 433
479.696411 392.015106 157

479.696411 392.015106 157
249.167023 106.482002 256

452.164673 327.960175 41
389.563354 50.931187 296

389.563354 50.931187 296
366.468018 463.682617 121

366.468018 463.682617 121
117.489395 122.652115 207

117.489395 122.652115 207
45.234055 301.316010 141

73.756721 260.098724 55
196.880463 274.919586 216

196.880463 274.919586 216
277.433411 345.055908 393

277.433411 345.055908 393
355.009277 260.241821 366

355.009277 260.241821 366
201.513077 264.217560 160

201.513077 264.217560 160
400.851166 26.951849 270

405.189880 293.725403 65
253.197998 350.005707 135

253.197998 350.005707 135
26.303827 358.901886 228

26.303827 358.901886 228
107.058914 244.124619 206

107.058914 244.124619 206
384.088379 41.441650 465

384.088379 41.441650 465
413.732941 132.700943 350

413.732941 132.700943 350
321.159393 410.859924 398

321.159393 410.859924 398
351.729279 175.535233 313

351.729279 175.535233 313
470.903442 112.800064 22

269.725677 493.871704 70
490.293610 461.009521 193

490.293610 461.009521 193
210.707016 256.038330 148

210.707016 256.038330 148
458.224945 45.850517 322

458.224945 45.850517 322
248.084076 83.411453 265

248.084076 83.411453 265
478.578735 210.562943 403

156.851257 481.902496 82
395.502014 240.428116 177

395.502014 240.428116 177
44.079155 259.539001 458

44.079155 259.539001 458
180.422577 15.058011 132

180.422577 15.058011 132
335.092865 29.732168 156

335.092865 29.732168 156
358.665161 246.140900 344

358.665161 246.140900 344
86.919487 323.221191 84

86.919487 323.221191 84
200.224579 201.174591 46

217.762589 77.712746 96
198.549118 258.710907 312

198.549118 258.710907 312
151.217041 354.912994 50

151.217041 354.912994 50
203.607437 411.579498 226

203.607437 411.579498 226
137.094910 5.801320 359

137.094910 5.801320 359
98.707077 37.370415 53

253.197998 350.005707 135
405.189880 293.725403 65

405.189880 293.725403 65
35.364063 203.449753 73

35.364063 203.449753 73
369.754150 10.884285 19

369.754150 10.884285 19
200.224579 201.174591 46

200.224579 201.174591 46
86.919487 323.221191 84

86.919487 323.221191 84
180.672882 311.756927 155

180.672882 311.756927 155
367.077728 251.207596 151

367.077728 251.207596 151
298.036987 248.905243 153

298.036987 248.905243 153
477.375458 36.944866 184

335.494507 441.989563 142
321.648956 128.880890 119

321.648956 128.880890 119
375.922211 76.633423 72

375.922211 76.633423 72
406.080750 496.181030 297

448.608459 109.298286 144
447.742065 8.750856 365

447.742065 8.750856 365
272.874603 187.733917 386

272.874603 187.733917 386
410.786102 169.445938 352

410.786102 169.445938 352
482.149780 217.529266 52

482.149780 217.529266 52
52.173763 226.821274 213

52.173763 226.821274 213
361.913818 103.872536 460

214.259918 169.942917 145
362.678406 434.665283 451

362.678406 434.665283 451
228.948410 42.716057 391

228.948410 42.716057 391
345.027710 485.613831 450

345.027710 485.613831 450
499.658630 153.009109 174

499.658630 153.009109 174
239.099808 466.988739 488

239.099808 466.988739 488
423.365692 24.993956 59

423.365692 24.993956 59
447.742065 8.750856 365

447.742065 8.750856 365
172.726929 188.587494 81

338.826569 414.629639 147
322.580017 29.380857 60

322.580017 29.380857 60
278.495880 424.425262 280

278.495880 424.425262 280
401.399200 276.904999 355

401.399200 276.904999 355
9.209991 120.766159 440

9.209991 120.766159 440
10.688901 212.238159 271

10.688901 212.238159 271
239.099808 466.988739 488

239.099808 466.988739 488
211.856873 490.820984 481

28.521507 369.920563 188
432.528381 22.292345 331

432.528381 22.292345 331
88.074089 291.946136 79

88.074089 291.946136 79
38.351177 315.012024 394

38.351177 315.012024 394
250.989975 229.806122 474

250.989975 229.806122 474
73.724480 347.420624 441

73.724480 347.420624 441
458.474548 197.085114 0

243.402420 79.527618 189
211.856873 490.820984 481

211.856873 490.820984 481
60.665012 180.467545 95

60.665012 180.467545 95
99.062469 165.410065 493

81.475739 342.391632 191
189.471100 464.708099 334

189.471100 464.708099 334
163.118454 224.969772 98

163.118454 224.969772 98
361.103424 176.144028 272

361.103424 176.144028 272
488.824188 409.230530 236

488.824188 409.230530 236
309.591217 360.932129 168

309.591217 360.932129 168
240.710831 284.607361 61

240.710831 284.607361 61
445.887634 357.421448 470

490.293610 461.009521 193
406.568878 344.665802 122

406.568878 344.665802 122
439.065582 282.981964 262

439.065582 282.981964 262
88.749649 73.212593 290

463.257050 247.778809 194
275.033020 494.028320 314

275.033020 494.028320 314
270.400330 462.307495 118

270.400330 462.307495 118
52.975178 138.871796 300

52.975178 138.871796 300
443.402039 187.430679 154

328.636780 51.817299 202
217.256012 45.604347 97

217.256012 45.604347 97
229.270065 44.841766 146

229.270065 44.841766 146
219.924713 22.728592 10

219.924713 22.728592 10
292.559204 439.574738 278

292.559204 439.574738 278
60.665012 180.467545 95

488.824188 409.230530 236
361.103424 176.144028 272

361.103424 176.144028 272
291.208801 105.391113 4

291.208801 105.391113 4
232.628555 149.841492 218

232.628555 149.841492 218
162.385345 424.917419 347

162.385345 424.917419 347
117.489395 122.652115 207

188.960648 122.777641 246
327.886871 406.502136 181

327.886871 406.502136 181
6.990284 153.374130 336

6.990284 153.374130 336
333.322296 212.603027 434

224.615005 344.455292 263
253.197998 350.005707 135

253.197998 350.005707 135
452.164673 327.960175 41

452.164673 327.960175 41
361.040375 476.733002 476

361.040375 476.733002 476
221.121674 0.866145 27

221.121674 0.866145 27
0.100017 147.501343 497

32.347679 283.326477 273
142.439163 97.521393 63

142.439163 97.521393 63
458.224945 45.850517 322

458.224945 45.850517 322
103.728714 105.853943 85

103.728714 105.853943 85
19.009829 134.973846 268

19.009829 134.973846 268
241.453354 416.131409 165

241.453354 416.131409 165
316.497833 344.226868 424

316.497833 344.226868 424
60.665012 180.467545 95

60.665012 180.467545 95
292.559204 439.574738 278

292.559204 439.574738 278
219.924713 22.728592 10

198.549118 258.710907 312
217.762589 77.712746 96

217.762589 77.712746 96
377.013092 66.454086 40

377.013092 66.454086 40
479.696411 392.015106 157

479.696411 392.015106 157
418.665771 72.134018 433

274.930420 19.300968 376
261.737061 62.086372 431

261.737061 62.086372 431
442.549194 216.052078 107

442.549194 216.052078 107
121.245354 28.638809 8

121.245354 28.638809 8
66.813560 239.391983 429

66.813560 239.391983 429
388.633301 364.448578 284

388.633301 364.448578 284
343.760132 120.639206 175

343.760132 120.639206 175
423.365692 24.993956 59

423.365692 24.993956 59
381.619110 371.739075 91

59.475334 70.319298 377
384.088379 41.441650 465

384.088379 41.441650 465
297.108398 303.330414 294

297.108398 303.330414 294
443.402039 187.430679 154

443.402039 187.430679 154
52.975178 138.871796 300

52.975178 138.871796 300
189.765518 365.996277 34

189.765518 365.996277 34
10.688901 212.238159 271

10.688901 212.238159 271
132.597000 356.120178 412

132.597000 356.120178 412
365.483582 224.218018 49

365.483582 224.218018 49
482.149780 217.529266 52

228.948410 42.716057 391
35.364063 203.449753 73

35.364063 203.449753 73
377.013092 66.454086 40

377.013092 66.454086 40
73.756721 260.098724 55

73.756721 260.098724 55
35.465122 154.544525 380

152.642883 170.507339 392
98.265411 499.887512 361

98.265411 499.887512 361
399.590302 336.315186 399

455.519318 64.589798 415
25.832981 110.894859 402

25.832981 110.894859 402
200.440765 370.013672 274

200.440765 370.013672 274
388.919708 8.288324 407

388.919708 8.288324 407
221.121674 0.866145 27

221.121674 0.866145 27
220.325684 233.128464 227

220.325684 233.128464 227
253.844528 471.459442 318

253.844528 471.459442 318
117.489395 122.652115 207

117.489395 122.652115 207
162.385345 424.917419 347

162.385345 424.917419 347
321.159393 410.859924 398

282.363068 358.071014 438
187.802048 255.617416 487

187.802048 255.617416 487
385.657990 295.699585 105

385.657990 295.699585 105
181.149658 497.742737 15

181.149658 497.742737 15
184.235519 430.101074 292

184.235519 430.101074 292
274.474365 119.403603 333

274.474365 119.403603 333
78.488503 467.484619 44

9.327680 395.323639 471
135.289337 380.591248 238

135.289337 380.591248 238
262.501373 56.685863 86

262.501373 56.685863 86
423.072021 34.682571 425

82.289871 188.448395 475
21.428019 12.563616 286

21.428019 12.563616 286
360.482452 291.186646 12

360.482452 291.186646 12
239.110535 244.334198 285

239.110535 244.334198 285
386.338837 473.036255 480

449.304291 186.558182 6
99.062469 165.410065 493

99.062469 165.410065 493
405.650269 3.744304 340

405.650269 3.744304 340
272.874603 187.733917 386

272.874603 187.733917 386
447.742065 8.750856 365

319.182220 360.406769 9
29.330551 80.961617 298

29.330551 80.961617 298
196.380173 215.422577 26

196.380173 215.422577 26
393.293518 176.719345 187

393.293518 176.719345 187
293.416168 247.466827 295

293.416168 247.466827 295
20.432026 84.826408 423

20.432026 84.826408 423
204.185989 221.722061 315

204.185989 221.722061 315
233.656647 410.607788 134

233.656647 410.607788 134
470.542786 359.353302 88

128.104507 135.247314 14
328.636780 51.817299 202

328.636780 51.817299 202
117.787689 441.216461 257

117.787689 441.216461 257
49.626617 360.942291 126

49.626617 360.942291 126
391.350403 212.409348 106

391.350403 212.409348 106
37.537605 491.542877 114

37.537605 491.542877 114
408.942322 110.590576 266

312.782532 226.426178 21
116.108772 47.786774 158

116.108772 47.786774 158
156.541946 491.478394 58

156.541946 491.478394 58
225.072174 62.253086 90

225.072174 62.253086 90
463.764893 436.591125 443

463.764893 436.591125 443
261.728119 115.938873 3

261.728119 115.938873 3
60.359360 19.979298 231

124.731567 123.682259 36
335.494507 441.989563 142

335.494507 441.989563 142
142.439163 97.521393 63

142.439163 97.521393 63
404.810394 425.185028 18

404.810394 425.185028 18
200.224579 201.174591 46

200.224579 201.174591 46
6.990284 153.374130 336

6.990284 153.374130 336
327.886871 406.502136 181

327.886871 406.502136 181
480.859497 317.612762 111

87.078842 6.753683 37
459.257538 328.989166 335

459.257538 328.989166 335
218.559296 187.880188 247

218.559296 187.880188 247
115.791115 419.441162 74

115.791115 419.441162 74
405.650269 3.744304 340

405.650269 3.744304 340
99.062469 165.410065 493

99.062469 165.410065 493
231.487305 307.718475 282

231.487305 307.718475 282
379.747803 183.791046 2

379.747803 183.791046 2
292.626099 126.689850 409

292.626099 126.689850 409
249.167023 106.482002 256

452.164673 327.960175 41
68.577530 203.611816 379

68.577530 203.611816 379
219.924713 22.728592 10

219.924713 22.728592 10
88.749649 73.212593 290

88.749649 73.212593 290
488.824188 409.230530 236

488.824188 409.230530 236
309.591217 360.932129 168

309.591217 360.932129 168
240.710831 284.607361 61

240.710831 284.607361 61
344.500244 232.780930 163

344.500244 232.780930 163
335.092865 29.732168 156

335.092865 29.732168 156
45.234055 301.316010 141

73.756721 260.098724 55
39.074867 378.051178 234

39.074867 378.051178 234
395.541382 117.107330 444

395.541382 117.107330 444
87.078842 6.753683 37

87.078842 6.753683 37
400.851166 26.951849 270

405.189880 293.725403 65
35.364063 203.449753 73

35.364063 203.449753 73
459.826050 380.012360 411

459.826050 380.012360 411
252.394226 298.856476 125

252.394226 298.856476 125
355.645264 307.883728 183

355.645264 307.883728 183
52.975178 138.871796 300

52.975178 138.871796 300
100.752739 307.788940 54

100.752739 307.788940 54
325.772522 295.897339 321

325.772522 295.897339 321
25.832981 110.894859 402

25.832981 110.894859 402
189.765518 365.996277 34

189.765518 365.996277 34
470.903442 112.800064 22

269.725677 493.871704 70
490.293610 461.009521 193

490.293610 461.009521 193
210.707016 256.038330 148

210.707016 256.038330 148
458.224945 45.850517 322

458.224945 45.850517 322
248.084076 83.411453 265

248.084076 83.411453 265
478.578735 210.562943 403

156.851257 481.902496 82
132.597000 356.120178 412

132.597000 356.120178 412
361.040375 476.733002 476

361.040375 476.733002 476
221.121674 0.866145 27

221.121674 0.866145 27
55.211514 245.602341 99

55.211514 245.602341 99
219.457687 24.143726 104

219.457687 24.143726 104
86.919487 323.221191 84

86.919487 323.221191 84
200.224579 201.174591 46

217.762589 77.712746 96
198.549118 258.710907 312

198.549118 258.710907 312
117.787689 441.216461 257

117.787689 441.216461 257
418.665771 72.134018 433

418.665771 72.134018 433
479.696411 392.015106 157

479.696411 392.015106 157
249.167023 106.482002 256

249.167023 106.482002 256
292.626099 126.689850 409

292.626099 126.689850 409
379.747803 183.791046 2

379.747803 183.791046 2
135.813034 52.994282 302

135.813034 52.994282 302
439.065582 282.981964 262

